1997	11	3	22	5	40	18	1	13	4	98	40.3002	13.0830	-13.0830	40.3002
1997	11	4	0	0	40	7	0	13	6	50	40.1167	13.1083	-13.1083	40.1167
1997	11	4	1	55	39	55	85	13	10	36	39.9308	13.1727	-13.1727	39.9308
1997	11	4	3	55	39	44	90	13	11	12	39.7483	13.1853	-13.1853	39.7483
1997	11	4	6	1	39	34	36	13	11	4	39.5727	13.1840	-13.1840	39.5727
1997	11	4	7	55	39	25	1	13	10	34	39.4168	13.1723	-13.1723	39.4168
1997	11	4	10	5	39	12	23	13	9	74	39.2038	13.1623	-13.1623	39.2038
1997	11	4	12	0	39	0	16	13	11	68	39.0027	13.1947	-13.1947	39.0027
1997	11	4	14	15	38	46	29	13	11	56	38.7715	13.1927	-13.1927	38.7715
1997	11	4	16	0	38	36	55	13	5	65	38.6092	13.0942	-13.0942	38.6092
1997	11	4	18	10	38	29	87	12	56	29	38.4978	12.9382	-12.9382	38.4978
1997	11	4	19	55	38	25	33	12	52	21	38.4222	12.8702	-12.8702	38.4222
1997	11	4	22	30	38	21	34	12	47	92	38.3557	12.7987	-12.7987	38.3557
1997	11	4	23	55	38	20	74	12	45	32	38.3457	12.7553	-12.7553	38.3457
1997	11	5	2	0	38	12	69	12	46	67	38.2115	12.7778	-12.7778	38.2115
1997	11	5	3	55	38	3	43	12	50	49	38.0572	12.8415	-12.8415	38.0572
1997	11	5	6	5	37	50	92	12	58	39	37.8487	12.9732	-12.9732	37.8487
1997	11	5	8	0	37	43	60	13	4	11	37.7267	13.0685	-13.0685	37.7267
1997	11	5	10	30	37	35	62	13	13	43	37.5937	13.2238	-13.2238	37.5937
1997	11	5	12	0	37	29	67	13	18	35	37.4945	13.3058	-13.3058	37.4945
1997	11	5	14	30	37	11	64	13	30	21	37.1940	13.5035	-13.5035	37.1940
1997	11	5	16	20	37	1	95	13	36	40	37.0325	13.6067	-13.6067	37.0325
1997	11	5	18	0	36	51	92	13	43	66	36.8653	13.7277	-13.7277	36.8653
1997	11	5	20	25	36	38	46	13	50	99	36.6410	13.8498	-13.8498	36.6410
1997	11	5	22	20	36	24	67	13	56	3	36.4112	13.9338	-13.9338	36.4112
1997	11	6	0	0	36	13	80	13	59	30	36.2300	13.9883	-13.9883	36.2300
1997	11	6	2	10	36	1	31	14	5	58	36.0218	14.0930	-14.0930	36.0218
1997	11	6	4	5	35	49	54	14	9	20	35.8257	14.1533	-14.1533	35.8257
1997	11	6	6	0	35	38	0	14	13	18	35.6333	14.2197	-14.2197	35.6333
1997	11	6	8	0	35	26	59	14	18	18	35.4432	14.3030	-14.3030	35.4432
1997	11	6	10	10	35	15	13	14	24	51	35.2522	14.4085	-14.4085	35.2522
1997	11	6	12	0	35	5	26	14	30	24	35.0877	14.5040	-14.5040	35.0877
1997	11	6	14	0	34	54	97	14	36	26	34.9162	14.6043	-14.6043	34.9162
1997	11	6	16	0	34	47	96	14	43	3	34.7993	14.7172	-14.7172	34.7993
1997	11	6	18	0	34	41	97	14	52	13	34.6995	14.8688	-14.8688	34.6995
1997	11	6	20	0	34	34	83	15	1	50	34.5805	15.0250	-15.0250	34.5805
1997	11	6	22	0	34	27	37	15	10	97	34.4562	15.1828	-15.1828	34.4562
1997	11	7	0	0	34	19	76	15	21	78	34.3293	15.3630	-15.3630	34.3293
1997	11	7	2	0	34	9	34	15	30	47	34.1557	15.5078	-15.5078	34.1557
1997	11	7	3	55	33	59	71	15	36	15	33.9952	15.6025	-15.6025	33.9952
1997	11	7	6	0	33	46	30	15	43	71	33.7717	15.7285	-15.7285	33.7717
1997	11	7	8	0	33	38	42	15	47	45	33.6403	15.7908	-15.7908	33.6403
1997	11	7	10	15	33	26	33	15	55	31	33.4388	15.9218	-15.9218	33.4388
1997	11	7	12	0	33	17	86	16	3	17	33.2977	16.0528	-16.0528	33.2977
1997	11	7	14	30	33	4	73	16	15	10	33.0788	16.2517	-16.2517	33.0788
